"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"64342",5,5,5,5,5,4,4,5,3,4,3,3,4,5,5,4,5,5,5,5,5,5,4,5,3
"64344",5,6,5,5,4,4,5,4,2,2,2,2,3,2,1,2,2,1,1,5,4,5,2,6,4
"64345",4,5,4,4,4,5,5,5,6,5,6,5,3,5,4,5,5,6,6,5,5,4,3,5,4
"64347",5,4,5,5,4,4,4,4,4,2,6,5,4,4,3,4,3,3,5,1,4,2,4,1,6
"64349",1,6,5,5,4,5,5,4,6,5,2,1,1,4,1,6,3,6,6,6,5,6,5,1,2
"64352",6,5,5,6,5,4,4,4,3,3,3,3,4,5,4,5,5,5,4,4,3,5,4,5,6
"64356",5,6,4,2,4,4,6,5,5,6,5,2,3,2,5,2,1,3,2,2,3,5,5,5,5
"64359",4,5,5,4,5,6,5,5,5,5,3,6,4,6,5,5,5,5,5,5,4,5,1,4,3
"64363",5,5,5,5,5,5,4,2,5,3,4,3,5,6,3,4,3,5,5,5,5,4,3,4,5
"64365",4,5,5,2,4,5,5,4,4,1,5,3,3,5,3,3,2,3,4,3,4,6,4,5,5
"64367",3,4,5,6,NA,4,5,3,5,5,3,5,5,5,5,4,3,1,3,4,4,5,4,5,3
"64368",3,5,NA,5,5,5,5,5,2,3,2,3,5,4,5,3,3,3,3,NA,5,3,5,6,2
"64370",3,4,4,5,5,5,3,3,4,4,6,5,5,5,5,5,NA,5,5,5,4,2,5,2,4
"64371",4,2,3,5,4,5,5,5,5,5,3,2,2,1,2,6,6,5,2,2,3,5,3,5,5
"64372",5,4,4,3,5,3,3,3,2,2,3,3,2,1,2,6,3,3,4,5,4,4,1,4,4
"64374",4,4,4,4,5,5,3,4,4,4,5,5,3,6,4,5,4,5,4,5,4,4,4,5,4
"64375",2,5,5,5,5,3,2,4,3,1,5,5,2,5,4,2,1,2,1,6,5,5,4,6,3
"64377",5,2,2,3,2,4,2,4,3,1,1,1,1,1,3,5,2,2,1,5,5,5,5,6,6
"64378",5,5,4,6,4,5,5,5,5,2,3,1,4,6,6,3,1,5,1,4,6,6,5,1,2
"64379",5,2,4,1,3,1,1,1,1,1,4,3,5,3,2,2,2,1,1,3,6,2,4,6,1
"64382",5,5,4,5,4,5,3,4,3,1,4,3,4,3,2,5,5,2,3,5,6,4,5,6,5
"64385",6,6,6,6,5,5,4,4,5,5,5,6,5,6,5,5,5,5,3,5,4,5,4,4,4
"64389",6,6,6,6,1,3,6,6,6,6,1,1,2,1,6,5,2,3,1,6,6,2,1,6,2
"64390",4,4,5,2,5,5,2,5,5,6,4,5,4,4,5,5,5,6,6,6,5,5,6,5,6
"64392",6,1,6,6,5,6,5,5,6,5,5,3,5,5,5,5,5,6,6,6,5,5,5,5,6
"64393",5,6,6,3,6,NA,5,2,4,1,3,2,6,4,5,3,2,3,2,5,6,4,5,5,5
"64396",3,3,1,6,3,3,4,2,5,5,1,2,3,1,6,6,5,3,5,6,6,6,6,5,6
"64399",5,1,1,2,4,2,2,4,4,2,1,1,1,1,2,3,3,4,3,3,2,2,1,4,3
"64400",6,6,6,6,6,4,3,4,5,3,6,2,4,3,5,6,5,4,3,6,4,6,4,4,4
"64401",5,4,4,5,5,6,4,4,5,4,3,4,4,5,4,5,4,3,4,4,4,5,3,4,4
"64403",6,5,5,6,5,6,6,5,6,5,5,3,5,5,5,6,5,4,5,5,4,6,6,6,6
"64413",2,4,4,5,4,6,6,6,6,6,5,5,4,5,6,2,2,2,3,2,6,6,5,5,6
"64414",6,6,5,6,5,5,4,4,5,3,2,4,4,5,5,4,4,5,5,4,5,4,5,5,5
"64417",2,6,5,6,6,5,6,5,6,6,6,6,6,6,6,3,3,6,6,6,5,6,5,4,6
"64418",4,4,4,5,5,6,4,5,6,4,6,4,3,6,5,4,3,3,2,2,5,4,2,6,6
"64421",3,4,4,4,3,5,4,4,5,3,4,6,4,5,4,4,3,5,3,6,5,3,5,6,6
"64422",4,5,5,5,5,5,1,5,5,3,4,4,2,4,6,5,5,3,5,6,5,4,5,6,5
"64424",4,4,3,6,6,5,4,3,3,4,4,4,4,6,4,NA,4,5,6,4,5,1,4,NA,3
"64425",6,6,6,6,6,3,3,2,5,6,5,3,4,5,5,6,2,6,3,5,4,5,3,4,4
"64426",5,4,5,2,6,5,5,5,5,3,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6
"64427",3,6,6,6,6,6,5,2,6,3,3,6,6,6,4,6,6,6,5,6,5,2,4,6,3
"64429",5,5,5,6,5,5,5,5,6,5,5,5,5,5,1,5,5,5,6,6,6,5,5,4,6
"64430",4,3,3,5,5,5,5,5,5,4,2,5,3,5,4,4,2,5,3,3,4,5,4,6,5
"64431",4,4,5,6,4,3,1,3,3,2,5,3,4,6,5,4,3,5,6,4,4,1,3,6,4
"64432",5,3,3,5,5,4,2,4,5,4,3,2,4,3,2,2,3,4,5,3,4,5,4,6,4
"64435",5,5,5,6,5,5,5,5,6,5,3,5,5,6,5,6,6,6,6,6,6,3,4,4,5
"64436",5,2,5,3,4,5,5,4,5,3,2,5,2,5,3,4,5,4,4,5,4,2,4,5,3
"64437",4,6,5,6,5,5,6,5,5,5,5,3,5,4,6,5,5,4,6,5,6,6,5,4,4
"64438",3,3,4,3,1,4,1,5,2,2,5,2,5,3,5,6,5,3,4,2,5,1,1,6,4
"64439",3,5,4,6,5,6,6,4,6,4,5,3,4,5,6,4,5,2,4,4,5,5,5,5,4
"64440",4,4,5,4,5,3,3,2,2,2,5,3,5,6,5,4,3,3,5,5,4,1,4,2,4
"64446",5,6,5,3,5,2,4,4,2,1,1,1,1,3,2,1,1,1,1,1,6,2,4,6,3
"64450",5,3,4,6,4,3,4,3,4,5,4,3,2,3,4,5,4,5,6,5,4,6,2,5,4
"64453",6,6,5,NA,4,5,6,4,3,5,6,3,4,5,3,1,1,1,1,2,3,3,5,6,4
"64456",5,4,3,3,5,4,2,4,3,3,5,5,3,4,3,3,2,5,4,4,4,4,4,5,3
"64458",6,2,6,4,6,2,6,1,2,1,6,5,5,6,4,1,2,2,1,2,6,6,6,6,6
"64459",2,5,5,3,5,4,4,5,3,3,2,3,2,3,5,4,3,3,3,2,5,2,4,2,3
"64460",5,5,5,6,4,2,5,4,4,3,4,5,5,5,5,5,3,4,5,4,5,4,5,5,6
"64461",6,5,5,4,6,6,5,6,6,6,5,3,4,5,4,6,4,4,3,2,4,5,5,5,4
"64462",4,5,4,5,6,5,NA,NA,3,2,5,6,5,6,4,6,6,2,3,6,6,6,5,6,3
"64463",6,6,NA,6,5,4,5,6,3,6,3,2,3,6,4,6,3,6,6,3,3,2,4,2,4
"64464",5,4,5,6,5,5,6,4,5,3,5,2,5,5,4,4,3,2,2,3,6,2,5,6,6
"64466",6,6,4,4,4,4,4,5,5,5,6,5,5,5,5,4,NA,4,5,3,6,5,5,2,4
"64467",4,4,5,4,6,3,4,4,3,3,3,3,NA,5,4,5,3,4,4,4,4,4,4,5,4
"64468",4,5,5,5,5,5,5,4,5,5,5,5,4,6,5,5,5,5,5,5,4,5,5,4,4
"64469",2,6,6,1,6,5,6,2,2,1,6,6,6,6,6,6,2,2,2,3,6,3,6,6,6
"64471",3,6,5,2,5,6,5,6,5,2,4,3,6,4,6,1,1,1,1,2,6,3,6,6,6
"64479",5,4,4,3,4,3,2,3,3,1,1,2,4,2,4,3,3,3,3,5,5,3,4,4,5
"64481",6,6,6,6,4,6,4,6,6,6,6,6,4,5,6,5,4,4,5,5,5,6,4,6,2
"64483",5,1,3,4,6,6,5,5,6,6,6,6,6,6,6,5,1,6,6,6,6,6,6,6,6
"64484",6,6,5,6,4,5,2,4,6,3,3,3,4,5,4,6,6,6,3,2,4,3,4,5,5
"64487",4,6,6,6,5,4,4,6,6,4,3,3,5,3,5,3,2,4,3,1,5,4,5,5,5
"64488",NA,6,5,4,6,5,2,6,5,6,5,6,4,6,6,2,2,6,3,4,6,6,3,1,5
"64490",6,5,5,5,5,5,4,5,3,3,6,6,4,6,NA,4,3,3,3,6,5,5,6,6,6
"64491",4,5,5,6,4,5,5,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,5,6,5
"64493",5,4,5,5,3,6,4,2,2,2,2,1,3,2,5,5,5,6,4,4,6,5,5,6,6
"64495",4,5,4,6,5,5,5,6,6,6,1,1,2,2,4,3,3,5,3,3,5,6,5,6,5
"64496",5,4,2,1,2,6,6,3,4,5,2,1,2,2,3,5,3,6,5,6,6,5,3,5,6
"64499",5,4,2,1,3,6,6,3,5,5,3,2,4,2,4,6,3,5,6,6,6,5,4,5,6
"64501",2,5,4,3,4,4,3,4,3,1,4,3,4,5,6,1,1,2,3,3,5,5,4,4,4
"64507",6,5,5,5,4,4,4,5,4,2,1,1,2,4,3,5,2,2,2,2,5,5,4,5,5
"64508",4,4,3,5,5,5,5,4,3,2,3,5,4,4,3,3,3,3,4,3,3,5,5,5,4
"64510",3,5,4,4,5,5,5,6,6,6,4,6,4,6,6,3,5,6,6,2,6,5,5,5,3
"64511",6,6,5,6,6,6,6,6,6,6,2,3,3,5,5,2,4,5,3,3,5,5,4,5,2
"64512",6,6,5,6,2,6,6,6,5,3,1,1,3,1,4,2,2,1,2,2,6,3,6,6,6
"64513",5,6,6,4,6,5,6,4,5,3,2,5,6,6,6,6,5,5,3,6,5,5,6,6,5
"64514",2,6,5,5,4,4,6,4,5,5,5,5,4,4,4,4,4,3,3,2,4,4,3,6,3
"64516",4,5,5,4,5,4,2,4,4,3,6,3,4,4,5,6,3,6,6,6,6,4,5,6,4
"64518",6,6,6,6,6,6,5,5,6,5,4,6,4,5,5,6,4,2,3,3,3,3,5,6,5
"64519",5,5,4,6,5,1,5,5,6,5,4,6,5,2,2,6,6,6,6,6,2,6,5,4,6
"64520",2,2,3,2,2,6,6,6,6,6,4,3,4,2,6,6,6,6,5,6,5,6,6,5,6
"64522",6,6,5,6,5,5,5,4,3,2,5,5,2,5,5,2,2,4,3,2,5,2,4,5,2
"64525",6,6,6,6,6,6,2,2,2,1,6,5,5,6,4,5,5,6,6,3,5,1,3,5,6
"64528",4,5,5,6,5,4,5,5,6,4,6,5,5,6,6,6,6,5,6,NA,6,5,6,6,5
"64530",2,2,2,4,3,5,4,4,5,5,4,4,3,3,3,4,5,3,5,5,5,4,3,4,3
"64532",3,5,5,1,6,4,2,3,4,5,3,3,4,6,5,6,3,6,6,6,4,5,4,5,5
"64537",4,5,3,5,4,6,5,4,6,6,5,5,3,5,5,4,3,4,4,4,4,4,3,5,4
"64540",6,6,6,6,6,6,5,6,6,5,3,3,4,6,4,6,6,6,6,6,4,4,5,6,6
"64541",5,5,5,6,6,2,2,2,3,3,6,6,5,6,5,5,5,5,5,5,6,3,5,4,3
"64543",6,6,5,6,6,3,4,2,4,2,6,6,6,6,6,5,5,4,4,4,5,5,5,4,5
"64544",6,6,6,4,6,4,2,4,5,3,6,5,4,5,4,6,5,4,4,4,5,5,5,5,6
"64545",2,5,5,6,6,6,6,6,6,6,1,3,4,4,2,6,6,6,6,5,6,5,3,5,5
"64546",1,1,1,2,1,5,5,5,4,3,1,1,1,1,3,5,5,5,6,4,4,5,2,6,5
"64547",6,6,6,5,6,5,5,2,6,2,5,5,5,5,5,6,6,6,3,6,5,3,5,5,6
"64548",5,4,5,3,3,4,5,4,4,1,4,2,4,5,4,6,5,4,5,4,5,1,3,NA,4
"64549",6,6,6,6,6,5,5,6,5,6,6,5,5,6,4,5,6,5,3,4,5,6,5,5,2
"64552",5,5,4,5,4,2,2,3,4,2,4,3,3,3,5,2,2,3,1,2,5,2,3,6,2
"64555",5,6,6,6,6,6,5,6,5,2,6,6,6,5,6,2,3,2,2,6,5,6,6,6,6
"64556",6,6,6,6,5,6,5,5,5,3,5,2,4,5,5,5,2,5,4,5,4,6,6,6,5
"64557",5,4,5,2,4,3,4,3,2,2,5,3,3,4,4,3,3,5,2,4,2,1,5,3,3
"64562",2,3,4,2,4,2,2,4,3,2,5,4,3,4,2,5,4,5,4,4,5,2,2,3,5
"64563",6,6,6,5,6,4,4,6,3,5,6,2,5,5,4,4,3,2,4,1,4,1,5,6,6
"64564",6,5,5,6,4,6,5,3,5,4,4,4,6,4,4,4,5,1,3,5,4,5,5,5,4
"64565",6,6,6,6,4,5,4,6,6,6,1,2,5,4,6,3,3,6,6,4,4,6,4,6,1
"64567",6,4,3,5,3,5,6,5,3,2,5,3,2,2,6,2,2,2,1,1,6,2,5,6,2
"64568",5,5,4,6,5,5,5,4,5,3,5,2,4,6,4,3,2,2,3,2,6,5,5,6,4
"64571",6,5,6,6,6,5,3,4,5,2,5,3,6,4,NA,2,1,2,2,3,4,2,6,6,4
"64572",3,4,1,2,2,4,4,6,4,3,5,2,4,2,5,1,1,3,1,3,6,6,4,5,4
"64573",3,4,3,3,4,4,3,5,3,2,3,3,4,3,5,5,5,4,5,5,5,6,5,6,5
"64577",4,2,4,4,4,6,5,4,4,6,3,4,4,5,4,4,3,3,3,3,4,5,4,6,3
"64579",3,1,1,1,3,3,4,1,3,2,1,1,4,1,2,1,1,2,2,2,6,5,1,6,4
"64581",1,4,6,6,5,6,5,5,6,6,2,6,2,5,5,1,3,3,5,5,4,6,5,6,2
"64583",6,6,6,6,5,2,3,3,6,3,4,5,4,6,3,6,4,6,5,3,5,5,5,5,6
"64585",4,5,5,6,NA,5,5,5,5,5,5,5,5,6,6,5,4,5,5,1,4,2,5,4,5
"64586",6,4,4,4,4,4,4,5,4,3,3,3,2,2,3,5,4,4,3,4,5,5,5,5,5
"64588",1,3,4,1,5,6,5,3,2,4,6,5,4,6,6,1,1,1,1,2,6,4,5,5,4
"64591",6,5,4,3,4,6,6,5,5,2,3,2,1,4,4,5,3,3,3,2,4,5,4,6,5
"64593",5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4
"64595",3,2,4,4,2,3,4,4,4,3,2,3,2,3,4,6,4,6,3,5,4,4,4,4,5
"64600",6,6,5,5,6,1,5,1,5,2,6,6,5,6,4,6,6,6,5,2,6,2,5,6,1
"64603",5,4,4,5,3,6,4,4,5,2,4,4,2,5,3,5,4,4,5,6,6,3,4,6,5
"64605",2,4,5,2,5,6,5,4,6,1,5,2,6,2,6,1,1,1,2,1,6,6,6,6,6
"64606",6,6,5,2,5,3,4,2,3,2,6,6,4,6,4,3,2,4,2,3,6,5,5,6,6
"64607",3,5,4,6,6,6,5,4,5,4,4,5,4,6,5,5,5,5,5,5,3,5,3,4,5
"64612",6,5,5,6,5,4,5,4,4,3,5,4,5,5,6,4,4,4,3,6,6,5,6,5,6
"64614",6,6,5,5,5,2,3,3,5,NA,2,4,5,3,5,6,6,5,3,5,5,6,4,5,5
"64618",5,4,6,6,6,3,4,4,4,4,5,2,6,6,5,3,3,3,3,2,5,4,6,6,5
"64620",4,6,3,5,4,2,5,5,5,2,5,5,4,5,5,2,1,1,2,2,6,5,4,5,2
"64621",4,6,3,6,1,6,6,5,6,6,6,6,1,2,6,4,3,4,3,2,5,3,1,4,2
"64622",6,5,5,4,2,2,6,6,3,3,5,2,1,3,5,4,3,5,1,3,5,5,2,6,4
"64623",4,5,6,6,5,4,4,4,4,1,6,3,5,5,5,2,2,3,4,4,6,6,3,6,6
"64626",6,6,5,4,5,5,5,4,4,3,4,5,3,5,5,5,5,5,6,5,5,5,4,5,5
"64627",5,4,3,4,4,5,5,6,6,4,4,3,4,4,3,5,2,3,5,3,5,5,4,3,5
"64630",5,6,6,6,6,4,6,6,6,6,5,5,4,5,5,6,3,5,4,5,5,5,4,4,5
"64634",4,3,2,4,3,4,1,2,3,3,3,1,2,2,3,1,1,2,2,4,3,3,2,5,3
"64636",2,6,3,6,3,5,5,6,6,6,2,5,3,5,5,5,4,4,5,5,5,3,3,5,5
"64638",4,2,4,2,2,3,2,6,5,2,2,1,3,2,1,4,3,3,2,3,2,6,2,5,4
"64639",6,6,5,4,5,4,4,6,5,2,3,3,4,5,4,6,3,1,5,6,4,3,3,6,3
"64642",6,1,1,1,1,1,1,1,6,6,6,6,1,1,1,6,6,6,6,6,1,6,1,1,6
"64648",6,6,6,5,5,6,6,5,6,5,6,5,4,5,6,3,2,3,5,3,6,6,5,5,6
"64652",6,6,6,6,6,5,5,5,6,3,6,6,6,6,5,6,6,5,5,5,6,6,6,6,6
"64656",3,6,5,5,6,6,6,4,4,3,5,5,5,5,5,4,4,2,5,2,6,5,5,6,4
"64658",5,5,4,NA,5,5,3,5,4,2,1,1,2,1,5,5,5,3,3,5,5,4,4,6,4
"64660",5,5,5,6,5,5,6,6,6,6,2,3,3,4,5,3,2,2,1,1,5,1,4,6,2
"64661",5,4,4,4,4,5,5,4,6,5,3,3,4,2,4,6,6,6,6,6,6,6,5,6,6
"64664",3,5,3,4,2,5,5,6,6,3,1,2,1,1,5,3,3,5,3,6,6,6,2,6,5
"64665",6,5,5,5,5,4,4,6,5,3,5,6,4,6,5,2,3,3,3,4,4,5,5,6,5
"64668",4,3,2,2,3,3,5,4,4,2,1,1,1,2,2,6,4,3,1,2,6,5,4,6,5
"64669",5,5,3,3,2,6,5,6,5,2,1,1,4,2,1,5,4,3,3,3,3,5,2,6,3
"64670",5,4,3,2,3,5,5,4,5,3,3,2,3,3,3,2,2,2,2,3,6,6,3,6,6
"64671",5,4,4,5,3,3,3,5,4,3,5,4,4,4,5,2,2,2,5,4,3,2,3,4,5
"64673",5,3,1,1,4,6,6,4,5,1,2,2,2,1,1,5,3,3,2,6,6,5,1,6,2
"64675",6,4,5,2,2,3,2,2,3,2,3,2,3,2,2,5,4,5,3,6,3,5,5,5,5
"64679",3,5,3,4,4,5,4,5,5,4,5,4,4,4,5,4,5,5,3,5,5,5,5,5,5
"64680",6,5,5,6,4,5,5,5,4,1,2,2,3,4,6,3,3,3,2,3,4,5,6,5,5
"64682",5,4,6,6,5,5,4,4,5,6,4,5,6,5,5,6,5,6,3,5,6,3,5,2,5
"64683",4,2,2,6,5,5,2,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"64685",6,5,5,6,6,6,6,6,6,6,6,6,2,6,6,6,5,5,5,6,6,6,6,5,5
"64686",2,4,4,3,1,4,5,1,2,1,1,1,1,4,1,3,3,4,2,1,2,2,3,6,4
"64688",5,5,3,5,5,5,3,5,5,3,3,1,2,2,4,4,2,6,5,3,5,5,5,6,5
"64689",3,4,5,3,4,1,1,4,1,2,1,1,1,2,2,5,3,5,1,5,2,2,4,3,4
"64693",3,5,3,4,3,4,2,5,2,2,2,3,3,3,4,3,2,2,3,4,4,3,3,4,3
"64696",6,5,5,6,4,5,5,5,5,6,3,4,3,4,4,6,5,5,5,NA,4,5,2,4,5
"64697",6,3,3,5,3,5,5,6,5,6,1,2,1,2,5,5,3,4,4,5,3,3,2,3,4
"64698",2,6,6,6,5,5,5,4,6,3,6,6,5,6,6,6,5,3,6,5,6,6,5,6,5
"64702",6,4,3,6,4,6,6,4,6,5,5,2,5,2,4,4,4,4,3,6,5,5,5,5,6
"64706",5,3,4,6,5,4,4,4,5,5,2,5,3,2,4,4,5,4,5,6,4,4,5,6,5
"64707",3,4,2,1,3,5,4,2,4,2,3,1,2,2,3,5,4,2,4,5,6,6,4,6,6
"64709",4,6,5,6,5,5,5,6,4,6,5,6,3,6,5,3,4,3,5,1,4,3,3,4,3
"64712",3,5,5,5,6,3,5,3,2,1,1,1,6,1,4,6,3,5,2,6,6,1,5,6,4
"64714",6,5,4,6,4,3,2,2,3,2,4,5,5,5,4,3,2,3,4,4,4,5,4,6,3
"64715",1,2,4,6,3,4,4,5,2,2,1,1,2,3,NA,2,2,2,3,6,5,5,3,6,3
"64716",5,6,6,6,6,4,3,4,3,2,3,5,6,6,3,3,5,4,3,6,6,5,6,5,5
"64718",5,4,2,4,4,2,5,2,5,1,5,2,1,3,2,4,1,3,3,3,2,4,1,2,2
"64720",6,6,6,6,5,5,3,5,6,6,6,4,5,4,6,5,2,3,6,5,5,6,5,5,4
"64724",4,6,6,4,3,1,6,6,6,6,6,6,5,3,1,6,1,5,5,4,5,3,6,4,5
"64725",6,4,5,5,5,5,3,4,1,3,2,1,5,2,4,3,3,2,2,4,5,5,2,6,2
"64727",4,4,4,4,4,4,5,5,2,2,3,4,3,4,4,1,1,2,2,1,4,2,5,5,3
"64729",3,5,1,2,2,5,4,4,5,1,5,4,5,2,5,1,1,1,3,1,4,4,3,4,4
"64730",5,6,4,6,5,5,5,5,6,3,6,5,4,6,6,2,3,3,6,3,NA,5,4,6,5
"64733",4,5,5,4,5,3,2,2,3,1,5,5,5,6,5,3,4,5,4,5,6,5,5,5,5
"64735",5,5,4,6,3,5,3,4,4,3,5,3,2,2,6,2,2,5,3,6,6,6,6,6,6
"64737",6,5,2,4,2,5,4,4,3,1,2,NA,2,2,2,6,5,4,3,NA,5,2,3,6,4
"64738",3,5,4,3,3,5,2,4,2,2,3,2,2,5,2,1,1,1,2,2,4,3,5,6,3
"64739",2,4,2,2,3,4,4,6,4,2,2,1,2,3,2,6,5,6,5,6,3,3,4,6,5
"64742",5,6,5,4,6,5,4,5,2,2,6,5,5,5,5,5,2,5,6,5,6,3,5,1,5
"64744",5,5,5,5,5,5,5,5,5,4,6,5,5,5,5,5,4,4,3,3,5,3,4,5,5
"64747",6,5,4,4,4,4,3,4,5,5,4,4,3,3,4,5,3,5,5,5,3,5,5,6,5
"64753",3,6,5,5,5,3,2,1,2,1,5,1,1,1,1,1,1,1,1,1,4,5,2,6,4
"64754",5,5,6,6,5,3,4,2,5,5,5,5,5,5,5,5,5,6,6,5,3,4,5,2,5
"64758",6,4,5,3,4,4,5,4,5,3,3,2,2,3,3,4,3,5,2,3,4,4,4,4,5
"64759",6,5,5,4,5,5,6,5,5,5,3,2,2,4,3,5,4,5,2,4,4,5,4,5,5
"64763",6,6,6,5,4,5,5,4,5,3,6,4,5,5,4,2,3,2,3,2,6,4,5,6,5
"64768",5,4,5,6,5,6,6,5,3,6,6,6,3,6,6,5,5,3,6,6,5,6,5,5,1
"64769",2,2,2,6,6,6,5,5,2,5,5,NA,5,5,2,6,5,6,5,6,5,2,4,5,NA
"64770",5,4,4,1,3,5,6,5,6,4,3,3,3,4,4,2,1,6,1,6,3,6,5,6,6
"64771",6,6,5,5,6,5,3,5,6,3,6,5,4,5,4,5,3,5,5,5,5,5,5,5,5
"64772",4,4,5,4,5,4,3,3,4,2,6,5,4,4,6,3,4,5,3,5,6,6,6,6,6
"64773",5,6,5,5,6,4,4,4,4,3,3,4,5,5,5,5,3,3,2,4,5,4,5,5,4
"64774",5,5,4,1,6,5,3,5,3,2,5,4,6,4,4,5,4,4,4,6,6,3,6,5,6
"64780",6,4,5,NA,5,4,1,6,2,4,6,6,NA,6,4,1,1,2,5,1,3,4,NA,5,2
"64804",5,5,5,6,3,4,5,5,6,5,2,4,2,3,5,4,3,3,4,3,5,5,3,5,4
"64807",3,6,6,6,5,6,6,5,6,6,4,6,4,6,6,1,1,4,6,6,5,4,6,6,6
"64810",3,2,1,4,1,3,2,1,5,6,1,1,2,1,5,6,6,6,6,6,5,6,6,4,6
"64814",5,4,2,2,4,2,2,4,5,2,2,1,3,2,2,6,5,6,5,6,4,6,5,6,6
"64815",2,3,2,2,3,5,3,5,4,3,3,3,4,3,3,3,3,3,4,3,4,4,3,4,4
"64817",2,4,4,6,4,6,6,3,5,5,5,5,4,6,4,3,3,2,6,6,4,6,2,4,3
"64819",3,4,4,5,4,4,4,4,5,3,3,3,4,4,4,3,2,2,5,4,4,4,4,4,5
"64822",5,6,6,6,5,5,5,5,6,4,5,5,5,6,4,6,6,6,5,6,5,6,4,4,5
"64824",5,5,5,6,6,5,5,2,5,5,5,5,5,6,4,6,6,3,2,3,5,2,5,5,5
"64825",3,5,4,5,4,5,5,6,6,6,5,6,3,5,5,4,5,5,3,2,5,3,4,4,3
"64826",3,5,NA,6,5,6,5,4,4,3,4,3,4,5,5,2,2,2,3,4,5,4,5,5,3
"64830",5,1,4,2,4,6,6,5,1,4,2,2,6,4,2,3,5,1,5,5,5,6,5,6,6
"64831",5,1,4,1,4,6,6,5,1,4,2,2,6,3,2,5,5,1,5,5,5,6,5,6,6
"64835",6,5,6,5,6,1,1,1,1,1,1,1,6,5,2,1,2,1,1,1,6,6,6,6,6
"64838",6,6,6,5,6,5,5,5,5,3,6,6,6,6,5,5,4,3,4,5,4,6,6,4,6
"64839",1,6,1,6,5,2,3,4,4,6,6,5,6,1,6,4,3,4,6,5,6,6,6,6,6
"64842",4,6,6,5,6,5,6,1,4,1,4,5,6,6,6,4,1,6,2,6,6,6,6,6,6
"64843",5,6,6,5,5,5,5,4,5,5,5,5,5,5,6,6,5,5,5,6,6,5,5,5,6
"64844",3,2,5,6,1,6,2,1,3,1,6,5,4,5,4,1,1,1,6,2,5,1,3,5,3
"64845",6,5,5,4,4,5,5,4,4,3,3,5,4,4,4,5,5,3,3,3,5,5,5,6,6
"64846",5,6,4,1,5,5,4,3,5,3,3,2,3,4,4,5,2,4,5,4,5,2,3,2,3
"64847",3,5,4,2,6,6,6,6,5,5,2,5,5,4,5,5,4,3,2,3,6,6,6,6,4
"64849",6,3,5,5,5,3,3,4,3,3,2,3,6,5,3,6,3,5,2,3,5,5,6,5,6
"64850",5,5,4,5,4,5,5,4,2,2,4,1,4,5,4,1,1,1,1,1,4,2,5,4,3
"64852",6,6,4,4,5,5,5,6,5,6,3,5,4,6,4,5,2,2,4,6,4,3,4,6,4
"64857",6,4,3,6,5,5,4,2,3,2,2,2,1,1,5,1,2,2,1,3,6,4,4,6,6
"64861",3,6,4,5,5,5,4,2,5,1,6,6,5,6,6,3,2,1,4,2,5,3,4,5,3
"64865",5,5,3,4,4,5,5,3,4,4,5,3,4,3,6,3,3,4,3,4,6,5,6,5,6
"64866",6,5,2,4,2,6,4,5,6,5,2,1,1,1,2,5,6,5,3,3,6,5,5,6,6
"64874",5,4,3,5,4,4,4,6,5,6,2,5,4,5,4,6,5,6,5,6,5,5,5,2,2
"64876",5,5,6,6,5,6,5,3,6,2,4,6,5,6,NA,4,1,3,5,4,5,6,4,5,6
"64877",5,4,4,4,2,6,6,5,6,5,5,6,4,5,5,5,4,2,1,5,6,3,4,6,6
"64880",3,2,1,1,2,1,2,1,2,1,1,1,4,1,1,1,1,3,1,1,5,4,1,6,3
"64886",5,5,6,5,6,6,5,6,6,6,5,6,4,5,6,2,2,2,5,4,6,5,5,5,6
"64887",4,5,4,4,4,5,5,4,5,2,5,3,2,5,6,2,1,3,4,4,5,6,5,6,5
"64888",4,3,2,5,2,5,5,1,3,1,4,2,5,4,5,1,1,1,2,NA,6,4,4,6,3
"64890",3,5,5,5,4,4,3,5,4,5,6,6,5,5,5,6,6,4,3,6,6,6,6,5,6
"64891",3,4,5,2,6,5,2,4,4,1,2,1,5,2,5,1,1,2,3,3,5,4,5,6,6
"64894",3,4,5,1,5,3,5,2,5,2,6,5,5,5,4,6,5,3,6,5,4,2,3,4,NA
"64898",6,4,5,6,4,4,5,5,5,1,4,4,4,4,4,5,4,6,5,6,5,4,4,5,4
"64902",2,2,4,3,3,2,1,4,3,4,5,5,4,5,3,3,3,1,5,6,4,6,5,4,5
"64907",4,5,2,4,5,5,4,5,4,5,3,2,2,2,5,6,6,6,6,6,6,5,5,5,6
"64912",6,6,5,6,4,4,3,2,3,2,6,5,5,6,5,2,2,2,3,3,4,3,5,5,5
"64914",5,6,5,3,5,5,2,3,1,2,3,2,4,4,5,2,3,2,3,3,5,1,5,5,2
"64915",4,5,4,6,5,5,5,3,5,3,4,4,4,6,4,1,1,3,4,4,5,5,4,6,4
"64917",6,6,6,5,5,NA,5,5,4,3,2,3,5,2,3,5,3,5,5,2,4,3,5,6,4
